cls,xmin,ymin,xmax,ymax,name
5.0,161.0,85.0,468.0,343.0,003711.xml
14.0,268.0,128.0,293.0,155.0,003711.xml
14.0,227.0,127.0,247.0,153.0,003711.xml
14.0,199.0,126.0,224.0,153.0,003711.xml
14.0,339.0,172.0,351.0,208.0,003711.xml
14.0,351.0,176.0,366.0,209.0,003711.xml
14.0,365.0,176.0,379.0,211.0,003711.xml
6.0,175.0,229.0,227.0,275.0,003713.xml
6.0,155.0,232.0,173.0,249.0,003713.xml
6.0,1.0,216.0,74.0,343.0,003713.xml
6.0,282.0,233.0,323.0,254.0,003713.xml
6.0,371.0,220.0,495.0,286.0,003713.xml
6.0,314.0,215.0,369.0,254.0,003713.xml
6.0,247.0,233.0,266.0,247.0,003713.xml
6.0,79.0,203.0,139.0,270.0,003713.xml
16.0,176.0,168.0,297.0,288.0,003714.xml
1.0,113.0,171.0,357.0,310.0,003717.xml
1.0,352.0,87.0,499.0,202.0,003717.xml
1.0,96.0,31.0,243.0,169.0,003717.xml
1.0,296.0,11.0,488.0,172.0,003717.xml
1.0,83.0,0.0,154.0,104.0,003717.xml
14.0,237.0,1.0,285.0,92.0,003717.xml
14.0,106.0,0.0,195.0,162.0,003717.xml
14.0,168.0,90.0,319.0,246.0,003717.xml
14.0,26.0,118.0,117.0,318.0,003717.xml
14.0,9.0,269.0,92.0,325.0,003717.xml
14.0,191.0,266.0,253.0,311.0,003717.xml
14.0,28.0,80.0,115.0,296.0,003717.xml
14.0,353.0,1.0,471.0,225.0,003717.xml
14.0,354.0,0.0,408.0,174.0,003717.xml
14.0,0.0,0.0,87.0,161.0,003717.xml
6.0,14.0,102.0,443.0,247.0,003721.xml
3.0,300.0,255.0,487.0,293.0,003722.xml
2.0,120.0,147.0,290.0,428.0,003727.xml
4.0,198.0,0.0,265.0,127.0,003729.xml
4.0,404.0,0.0,499.0,226.0,003729.xml
14.0,1.0,202.0,56.0,453.0,003732.xml
14.0,20.0,216.0,127.0,498.0,003732.xml
12.0,66.0,0.0,374.0,499.0,003732.xml
14.0,153.0,32.0,253.0,192.0,003735.xml
14.0,409.0,88.0,472.0,199.0,003735.xml
12.0,74.0,77.0,404.0,329.0,003735.xml
12.0,381.0,128.0,479.0,269.0,003735.xml
14.0,203.0,159.0,263.0,328.0,003740.xml
14.0,350.0,140.0,411.0,314.0,003740.xml
14.0,6.0,155.0,98.0,352.0,003740.xml
11.0,182.0,238.0,203.0,274.0,003740.xml
17.0,83.0,144.0,291.0,272.0,003743.xml
17.0,0.0,162.0,62.0,279.0,003743.xml
2.0,261.0,173.0,414.0,319.0,003748.xml
14.0,169.0,56.0,499.0,374.0,003749.xml
9.0,360.0,162.0,448.0,361.0,003750.xml
9.0,124.0,49.0,352.0,261.0,003750.xml
2.0,167.0,180.0,259.0,244.0,003750.xml
17.0,1.0,189.0,139.0,333.0,003751.xml
7.0,70.0,226.0,104.0,250.0,003751.xml
8.0,114.0,170.0,211.0,246.0,003751.xml
8.0,243.0,153.0,282.0,205.0,003751.xml
19.0,379.0,0.0,479.0,152.0,003751.xml
14.0,406.0,33.0,455.0,139.0,003751.xml
18.0,403.0,322.0,499.0,350.0,003752.xml
18.0,0.0,275.0,127.0,311.0,003752.xml
18.0,206.0,236.0,305.0,272.0,003752.xml
8.0,297.0,2.0,499.0,175.0,003753.xml
11.0,44.0,54.0,499.0,320.0,003753.xml
12.0,248.0,312.0,300.0,350.0,003754.xml
15.0,32.0,33.0,252.0,329.0,003758.xml
15.0,82.0,1.0,488.0,332.0,003758.xml
14.0,104.0,128.0,225.0,374.0,003759.xml
14.0,201.0,141.0,278.0,374.0,003759.xml
14.0,253.0,135.0,425.0,374.0,003759.xml
19.0,392.0,188.0,473.0,289.0,003759.xml
13.0,174.0,222.0,230.0,321.0,003760.xml
13.0,117.0,226.0,179.0,295.0,003760.xml
14.0,23.0,210.0,45.0,272.0,003760.xml
14.0,46.0,206.0,74.0,283.0,003760.xml
14.0,72.0,208.0,99.0,283.0,003760.xml
14.0,81.0,198.0,99.0,272.0,003760.xml
14.0,93.0,191.0,114.0,281.0,003760.xml
14.0,117.0,187.0,175.0,297.0,003760.xml
14.0,175.0,177.0,237.0,316.0,003760.xml
14.0,245.0,203.0,273.0,310.0,003760.xml
14.0,285.0,205.0,307.0,304.0,003760.xml
14.0,303.0,203.0,326.0,304.0,003760.xml
11.0,308.0,272.0,357.0,310.0,003760.xml
14.0,329.0,216.0,355.0,286.0,003760.xml
14.0,361.0,217.0,391.0,304.0,003760.xml
14.0,393.0,219.0,413.0,307.0,003760.xml
14.0,413.0,197.0,444.0,306.0,003760.xml
14.0,343.0,200.0,365.0,303.0,003760.xml
14.0,237.0,198.0,254.0,248.0,003760.xml
7.0,0.0,0.0,406.0,374.0,003763.xml
8.0,271.0,169.0,372.0,300.0,003767.xml
8.0,277.0,200.0,455.0,374.0,003767.xml
8.0,188.0,155.0,251.0,275.0,003767.xml
8.0,73.0,164.0,163.0,281.0,003767.xml
8.0,46.0,198.0,212.0,374.0,003767.xml
8.0,1.0,191.0,59.0,297.0,003767.xml
12.0,109.0,63.0,407.0,293.0,003772.xml
0.0,12.0,120.0,484.0,229.0,003773.xml
11.0,0.0,87.0,427.0,224.0,003774.xml
12.0,55.0,104.0,399.0,382.0,003779.xml
14.0,181.0,68.0,321.0,259.0,003779.xml
19.0,103.0,166.0,184.0,231.0,003780.xml
19.0,279.0,217.0,364.0,345.0,003780.xml
19.0,71.0,169.0,107.0,230.0,003780.xml
14.0,89.0,201.0,206.0,374.0,003780.xml
14.0,1.0,90.0,110.0,349.0,003780.xml
7.0,67.0,311.0,206.0,480.0,003780.xml
14.0,31.0,97.0,333.0,374.0,003781.xml
14.0,258.0,59.0,499.0,374.0,003781.xml
14.0,35.0,251.0,81.0,295.0,003781.xml
4.0,159.0,321.0,205.0,420.0,003783.xml
4.0,70.0,283.0,132.0,391.0,003783.xml
4.0,90.0,255.0,140.0,356.0,003783.xml
4.0,137.0,275.0,177.0,382.0,003783.xml
4.0,176.0,253.0,221.0,372.0,003783.xml
4.0,183.0,171.0,238.0,311.0,003783.xml
4.0,268.0,156.0,313.0,258.0,003783.xml
4.0,231.0,140.0,270.0,269.0,003783.xml
4.0,205.0,179.0,238.0,276.0,003783.xml
4.0,127.0,231.0,173.0,308.0,003783.xml
4.0,99.0,202.0,136.0,280.0,003783.xml
4.0,108.0,158.0,148.0,236.0,003783.xml
4.0,125.0,146.0,154.0,204.0,003783.xml
4.0,147.0,124.0,177.0,189.0,003783.xml
4.0,155.0,189.0,184.0,243.0,003783.xml
4.0,142.0,204.0,186.0,304.0,003783.xml
4.0,212.0,142.0,237.0,215.0,003783.xml
4.0,218.0,106.0,242.0,173.0,003783.xml
4.0,226.0,85.0,254.0,146.0,003783.xml
4.0,257.0,99.0,276.0,119.0,003783.xml
4.0,253.0,120.0,282.0,188.0,003783.xml
4.0,301.0,124.0,329.0,202.0,003783.xml
4.0,293.0,141.0,320.0,233.0,003783.xml
4.0,279.0,110.0,300.0,156.0,003783.xml
4.0,151.0,101.0,182.0,160.0,003783.xml
1.0,31.0,231.0,310.0,406.0,003784.xml
5.0,170.0,164.0,286.0,272.0,003786.xml
7.0,163.0,122.0,319.0,265.0,003788.xml
8.0,0.0,0.0,499.0,280.0,003788.xml
6.0,53.0,114.0,461.0,268.0,003790.xml
8.0,196.0,246.0,320.0,373.0,003791.xml
8.0,18.0,304.0,121.0,373.0,003791.xml
8.0,0.0,236.0,39.0,366.0,003791.xml
8.0,407.0,244.0,452.0,374.0,003791.xml
8.0,448.0,314.0,483.0,374.0,003791.xml
10.0,35.0,267.0,223.0,374.0,003791.xml
10.0,435.0,287.0,499.0,333.0,003791.xml
15.0,311.0,266.0,359.0,325.0,003791.xml
15.0,220.0,254.0,269.0,295.0,003791.xml
11.0,15.0,107.0,149.0,259.0,003792.xml
11.0,177.0,107.0,409.0,287.0,003792.xml
11.0,350.0,86.0,473.0,266.0,003792.xml
17.0,58.0,0.0,374.0,499.0,003793.xml
7.0,29.0,25.0,347.0,499.0,003793.xml
15.0,421.0,219.0,443.0,271.0,003796.xml
14.0,311.0,303.0,345.0,377.0,003797.xml
14.0,268.0,288.0,301.0,338.0,003797.xml
14.0,361.0,319.0,400.0,363.0,003797.xml
14.0,407.0,312.0,438.0,371.0,003797.xml
14.0,442.0,329.0,472.0,375.0,003797.xml
14.0,476.0,334.0,499.0,385.0,003797.xml
3.0,38.0,0.0,499.0,399.0,003797.xml
6.0,203.0,180.0,391.0,281.0,003798.xml
2.0,155.0,185.0,248.0,340.0,003803.xml
6.0,425.0,84.0,499.0,164.0,003806.xml
6.0,84.0,26.0,432.0,260.0,003806.xml
7.0,35.0,66.0,499.0,374.0,003807.xml
7.0,43.0,38.0,397.0,343.0,003807.xml
19.0,44.0,2.0,465.0,327.0,003808.xml
6.0,106.0,127.0,484.0,273.0,003809.xml
3.0,129.0,86.0,312.0,268.0,003811.xml
3.0,63.0,87.0,81.0,110.0,003811.xml
3.0,300.0,203.0,428.0,255.0,003811.xml
14.0,14.0,86.0,39.0,130.0,003811.xml
7.0,115.0,74.0,422.0,313.0,003814.xml
14.0,4.0,2.0,430.0,332.0,003817.xml
18.0,169.0,136.0,340.0,209.0,003818.xml
6.0,0.0,2.0,499.0,374.0,003820.xml
14.0,0.0,1.0,33.0,65.0,003820.xml
11.0,49.0,41.0,404.0,373.0,003821.xml
14.0,77.0,21.0,271.0,368.0,003824.xml
13.0,60.0,144.0,300.0,450.0,003824.xml
6.0,0.0,42.0,331.0,254.0,003824.xml
13.0,103.0,115.0,336.0,293.0,003826.xml
14.0,169.0,59.0,321.0,226.0,003826.xml
1.0,361.0,172.0,446.0,225.0,003827.xml
1.0,446.0,156.0,493.0,239.0,003827.xml
1.0,269.0,110.0,362.0,218.0,003827.xml
1.0,163.0,159.0,273.0,259.0,003827.xml
1.0,127.0,139.0,157.0,179.0,003827.xml
1.0,1.0,151.0,74.0,237.0,003827.xml
14.0,451.0,112.0,499.0,254.0,003827.xml
14.0,382.0,135.0,437.0,213.0,003827.xml
14.0,270.0,112.0,338.0,252.0,003827.xml
14.0,195.0,87.0,273.0,261.0,003827.xml
14.0,18.0,92.0,75.0,221.0,003827.xml
14.0,159.0,127.0,184.0,180.0,003827.xml
2.0,167.0,52.0,222.0,85.0,003828.xml
18.0,42.0,19.0,499.0,340.0,003830.xml
15.0,294.0,49.0,495.0,334.0,003834.xml
15.0,6.0,56.0,187.0,332.0,003834.xml
15.0,237.0,267.0,283.0,321.0,003834.xml
15.0,189.0,179.0,271.0,309.0,003834.xml
15.0,254.0,214.0,296.0,268.0,003834.xml
6.0,175.0,277.0,288.0,331.0,003835.xml
6.0,6.0,275.0,44.0,299.0,003835.xml
5.0,42.0,196.0,184.0,312.0,003835.xml
5.0,0.0,230.0,33.0,290.0,003835.xml
8.0,1.0,300.0,171.0,445.0,003837.xml
8.0,26.0,391.0,373.0,499.0,003837.xml
14.0,3.0,73.0,165.0,374.0,003838.xml
14.0,118.0,88.0,279.0,374.0,003838.xml
14.0,219.0,63.0,375.0,374.0,003838.xml
14.0,341.0,81.0,499.0,374.0,003838.xml
14.0,337.0,67.0,387.0,197.0,003838.xml
14.0,460.0,90.0,499.0,198.0,003838.xml
7.0,136.0,162.0,265.0,328.0,003844.xml
7.0,172.0,150.0,354.0,332.0,003844.xml
17.0,0.0,25.0,499.0,354.0,003845.xml
11.0,170.0,92.0,262.0,233.0,003846.xml
11.0,10.0,1.0,104.0,86.0,003846.xml
14.0,203.0,150.0,499.0,374.0,003847.xml
14.0,0.0,58.0,208.0,374.0,003847.xml
18.0,10.0,20.0,481.0,160.0,003848.xml
13.0,169.0,174.0,300.0,266.0,003849.xml
14.0,213.0,162.0,276.0,258.0,003849.xml
14.0,347.0,187.0,368.0,234.0,003849.xml
13.0,242.0,138.0,388.0,228.0,003855.xml
14.0,263.0,104.0,330.0,208.0,003855.xml
14.0,31.0,110.0,96.0,209.0,003855.xml
14.0,155.0,118.0,220.0,212.0,003855.xml
1.0,129.0,163.0,234.0,224.0,003855.xml
1.0,15.0,153.0,103.0,217.0,003855.xml
1.0,305.0,33.0,351.0,57.0,003855.xml
1.0,200.0,40.0,244.0,65.0,003855.xml
14.0,310.0,10.0,343.0,49.0,003855.xml
14.0,207.0,12.0,237.0,58.0,003855.xml
14.0,113.0,151.0,488.0,369.0,003856.xml
14.0,118.0,20.0,372.0,358.0,003856.xml
14.0,24.0,113.0,156.0,217.0,003856.xml
14.0,62.0,133.0,167.0,246.0,003856.xml
8.0,2.0,5.0,374.0,393.0,003857.xml
4.0,187.0,14.0,226.0,195.0,003859.xml
14.0,111.0,0.0,276.0,127.0,003859.xml
10.0,0.0,119.0,374.0,499.0,003859.xml
8.0,287.0,8.0,367.0,132.0,003859.xml
3.0,0.0,0.0,457.0,211.0,003860.xml
14.0,318.0,109.0,447.0,309.0,003860.xml
3.0,114.0,51.0,286.0,293.0,003861.xml
3.0,367.0,247.0,427.0,271.0,003861.xml
3.0,74.0,110.0,348.0,178.0,003863.xml
14.0,188.0,90.0,323.0,334.0,003863.xml
10.0,131.0,252.0,301.0,374.0,003865.xml
14.0,384.0,59.0,499.0,374.0,003865.xml
14.0,285.0,169.0,418.0,374.0,003865.xml
14.0,131.0,176.0,233.0,261.0,003865.xml
14.0,24.0,170.0,174.0,374.0,003865.xml
8.0,375.0,260.0,459.0,374.0,003865.xml
8.0,0.0,261.0,67.0,374.0,003865.xml
4.0,406.0,189.0,451.0,254.0,003865.xml
4.0,236.0,220.0,254.0,283.0,003865.xml
18.0,10.0,81.0,384.0,233.0,003866.xml
18.0,384.0,132.0,499.0,202.0,003866.xml
14.0,1.0,234.0,499.0,373.0,003868.xml
11.0,327.0,157.0,457.0,299.0,003869.xml
11.0,127.0,109.0,316.0,291.0,003869.xml
14.0,0.0,85.0,188.0,279.0,003869.xml
14.0,116.0,108.0,285.0,317.0,003869.xml
14.0,191.0,74.0,485.0,332.0,003869.xml
2.0,118.0,81.0,312.0,432.0,003871.xml
11.0,204.0,169.0,308.0,244.0,003872.xml
16.0,19.0,307.0,62.0,330.0,003874.xml
16.0,461.0,240.0,475.0,261.0,003874.xml
16.0,410.0,206.0,427.0,219.0,003874.xml
16.0,297.0,199.0,316.0,218.0,003874.xml
16.0,3.0,253.0,21.0,261.0,003874.xml
16.0,16.0,243.0,29.0,252.0,003874.xml
16.0,128.0,286.0,145.0,300.0,003874.xml
16.0,99.0,293.0,147.0,323.0,003874.xml
16.0,218.0,215.0,227.0,226.0,003874.xml
0.0,92.0,97.0,173.0,143.0,003876.xml
15.0,280.0,226.0,367.0,321.0,003877.xml
15.0,41.0,187.0,224.0,347.0,003877.xml
15.0,306.0,50.0,375.0,94.0,003877.xml
17.0,90.0,82.0,478.0,307.0,003877.xml
14.0,178.0,170.0,288.0,350.0,003877.xml
14.0,311.0,56.0,400.0,324.0,003879.xml
14.0,240.0,63.0,329.0,333.0,003879.xml
14.0,210.0,62.0,256.0,334.0,003879.xml
14.0,166.0,88.0,239.0,346.0,003879.xml
14.0,85.0,72.0,190.0,325.0,003879.xml
6.0,155.0,372.0,221.0,424.0,003885.xml
0.0,23.0,78.0,457.0,227.0,003886.xml
9.0,174.0,442.0,211.0,471.0,003887.xml
9.0,214.0,433.0,235.0,458.0,003887.xml
9.0,268.0,425.0,282.0,453.0,003887.xml
9.0,222.0,440.0,257.0,467.0,003887.xml
9.0,237.0,445.0,264.0,476.0,003887.xml
12.0,344.0,74.0,426.0,294.0,003889.xml
12.0,156.0,78.0,281.0,293.0,003889.xml
12.0,51.0,104.0,137.0,296.0,003889.xml
14.0,336.0,31.0,438.0,192.0,003889.xml
14.0,121.0,34.0,238.0,187.0,003889.xml
14.0,0.0,57.0,101.0,307.0,003889.xml
14.0,50.0,47.0,122.0,195.0,003889.xml
8.0,430.0,118.0,471.0,165.0,003889.xml
7.0,6.0,269.0,281.0,499.0,003890.xml
14.0,305.0,246.0,331.0,338.0,003891.xml
14.0,250.0,251.0,297.0,312.0,003891.xml
14.0,145.0,233.0,181.0,283.0,003891.xml
14.0,189.0,244.0,211.0,279.0,003891.xml
14.0,105.0,244.0,136.0,285.0,003891.xml
14.0,68.0,248.0,117.0,351.0,003891.xml
14.0,28.0,230.0,54.0,297.0,003891.xml
14.0,50.0,230.0,75.0,297.0,003891.xml
6.0,2.0,313.0,330.0,499.0,003891.xml
6.0,4.0,283.0,331.0,394.0,003891.xml
18.0,0.0,1.0,499.0,245.0,003895.xml
2.0,102.0,74.0,156.0,103.0,003898.xml
2.0,151.0,86.0,198.0,109.0,003898.xml
11.0,123.0,116.0,317.0,296.0,003899.xml
14.0,451.0,132.0,499.0,238.0,003899.xml
2.0,235.0,65.0,375.0,266.0,003905.xml
17.0,106.0,166.0,337.0,320.0,003907.xml
17.0,268.0,208.0,495.0,374.0,003907.xml
8.0,2.0,128.0,40.0,275.0,003907.xml
19.0,210.0,8.0,344.0,94.0,003911.xml
17.0,0.0,72.0,499.0,224.0,003911.xml
7.0,113.0,99.0,486.0,393.0,003912.xml
14.0,209.0,1.0,499.0,373.0,003913.xml
14.0,2.0,0.0,262.0,374.0,003913.xml
11.0,156.0,160.0,499.0,374.0,003915.xml
14.0,8.0,1.0,185.0,152.0,003915.xml
14.0,195.0,34.0,300.0,163.0,003915.xml
2.0,25.0,77.0,284.0,499.0,003918.xml
3.0,0.0,318.0,51.0,350.0,003919.xml
3.0,89.0,268.0,195.0,306.0,003919.xml
3.0,209.0,233.0,278.0,267.0,003919.xml
3.0,407.0,206.0,463.0,222.0,003919.xml
3.0,366.0,214.0,401.0,233.0,003919.xml
3.0,461.0,189.0,499.0,210.0,003919.xml
5.0,42.0,258.0,66.0,267.0,003919.xml
5.0,58.0,263.0,83.0,275.0,003919.xml
5.0,103.0,251.0,130.0,260.0,003919.xml
5.0,130.0,247.0,152.0,256.0,003919.xml
11.0,82.0,67.0,397.0,374.0,003921.xml
14.0,148.0,55.0,299.0,210.0,003923.xml
14.0,4.0,71.0,83.0,148.0,003923.xml
14.0,76.0,51.0,112.0,130.0,003923.xml
8.0,0.0,145.0,111.0,247.0,003923.xml
8.0,114.0,171.0,145.0,229.0,003923.xml
10.0,44.0,203.0,499.0,332.0,003923.xml
15.0,63.0,317.0,99.0,395.0,003924.xml
15.0,108.0,319.0,147.0,382.0,003924.xml
15.0,119.0,336.0,151.0,399.0,003924.xml
15.0,158.0,322.0,194.0,357.0,003924.xml
15.0,159.0,349.0,193.0,405.0,003924.xml
15.0,197.0,247.0,232.0,399.0,003924.xml
15.0,54.0,112.0,102.0,198.0,003924.xml
15.0,105.0,103.0,143.0,191.0,003924.xml
15.0,142.0,115.0,187.0,197.0,003924.xml
15.0,187.0,146.0,206.0,193.0,003924.xml
15.0,200.0,124.0,241.0,199.0,003924.xml
18.0,0.0,0.0,315.0,469.0,003926.xml
4.0,206.0,344.0,246.0,492.0,003932.xml
14.0,61.0,19.0,282.0,492.0,003932.xml
15.0,242.0,272.0,371.0,411.0,003932.xml
11.0,97.0,54.0,346.0,339.0,003935.xml
6.0,33.0,201.0,189.0,258.0,003936.xml
7.0,0.0,1.0,311.0,332.0,003937.xml
12.0,110.0,86.0,346.0,197.0,003939.xml
12.0,275.0,78.0,458.0,196.0,003939.xml
12.0,11.0,122.0,142.0,197.0,003939.xml
14.0,274.0,44.0,366.0,116.0,003939.xml
14.0,166.0,51.0,260.0,175.0,003939.xml
14.0,129.0,56.0,207.0,128.0,003939.xml
13.0,53.0,38.0,471.0,341.0,003941.xml
1.0,185.0,172.0,304.0,275.0,003945.xml
1.0,102.0,135.0,226.0,255.0,003945.xml
1.0,0.0,115.0,48.0,229.0,003945.xml
14.0,209.0,119.0,314.0,240.0,003945.xml
14.0,141.0,94.0,229.0,221.0,003945.xml
14.0,139.0,71.0,238.0,219.0,003945.xml
14.0,1.0,39.0,47.0,152.0,003945.xml
14.0,1.0,21.0,64.0,50.0,003945.xml
14.0,77.0,39.0,237.0,249.0,003946.xml
11.0,2.0,140.0,233.0,485.0,003946.xml
8.0,67.0,385.0,179.0,499.0,003947.xml
8.0,179.0,403.0,303.0,499.0,003947.xml
19.0,95.0,303.0,148.0,343.0,003947.xml
10.0,95.0,364.0,311.0,499.0,003947.xml
14.0,90.0,18.0,205.0,177.0,003948.xml
12.0,111.0,42.0,182.0,195.0,003948.xml
2.0,209.0,150.0,244.0,192.0,003949.xml
17.0,1.0,228.0,374.0,499.0,003953.xml
14.0,93.0,179.0,299.0,428.0,003953.xml
14.0,176.0,111.0,224.0,173.0,003953.xml
14.0,28.0,1.0,75.0,62.0,003953.xml
14.0,70.0,2.0,117.0,60.0,003953.xml
14.0,71.0,122.0,95.0,170.0,003953.xml
6.0,5.0,117.0,134.0,179.0,003954.xml
6.0,158.0,147.0,277.0,216.0,003954.xml
6.0,155.0,226.0,315.0,323.0,003954.xml
15.0,1.0,75.0,374.0,499.0,003956.xml
15.0,329.0,216.0,374.0,473.0,003956.xml
18.0,14.0,72.0,412.0,252.0,003957.xml
12.0,37.0,195.0,265.0,368.0,003960.xml
12.0,194.0,221.0,352.0,371.0,003960.xml
14.0,142.0,156.0,203.0,247.0,003960.xml
14.0,212.0,165.0,279.0,299.0,003960.xml
14.0,116.0,249.0,204.0,374.0,003960.xml
14.0,431.0,258.0,499.0,374.0,003960.xml
14.0,0.0,0.0,328.0,499.0,003961.xml
19.0,52.0,193.0,94.0,242.0,003963.xml
17.0,269.0,229.0,396.0,358.0,003963.xml
14.0,311.0,240.0,334.0,257.0,003963.xml
2.0,235.0,104.0,380.0,325.0,003965.xml
5.0,34.0,6.0,312.0,92.0,003966.xml
14.0,137.0,15.0,237.0,279.0,003966.xml
11.0,409.0,117.0,439.0,179.0,003969.xml
2.0,75.0,135.0,131.0,184.0,003969.xml
2.0,206.0,151.0,240.0,180.0,003969.xml
12.0,95.0,114.0,229.0,436.0,003970.xml
14.0,92.0,87.0,253.0,292.0,003970.xml
6.0,25.0,124.0,478.0,272.0,003971.xml
5.0,0.0,162.0,207.0,355.0,003973.xml
6.0,203.0,283.0,355.0,339.0,003973.xml
14.0,471.0,275.0,499.0,343.0,003973.xml
14.0,410.0,279.0,421.0,311.0,003973.xml
3.0,0.0,46.0,288.0,258.0,003974.xml
6.0,425.0,132.0,499.0,315.0,003974.xml
14.0,254.0,163.0,297.0,315.0,003974.xml
14.0,283.0,140.0,332.0,311.0,003974.xml
14.0,321.0,145.0,373.0,311.0,003974.xml
14.0,366.0,151.0,410.0,313.0,003974.xml
14.0,385.0,151.0,414.0,319.0,003974.xml
14.0,407.0,140.0,446.0,327.0,003974.xml
2.0,118.0,99.0,226.0,169.0,003979.xml
2.0,173.0,149.0,276.0,242.0,003979.xml
2.0,299.0,168.0,441.0,332.0,003979.xml
19.0,149.0,53.0,336.0,217.0,003983.xml
7.0,136.0,35.0,499.0,260.0,003984.xml
11.0,43.0,56.0,310.0,329.0,003986.xml
14.0,174.0,27.0,461.0,298.0,003986.xml
17.0,34.0,14.0,497.0,372.0,003986.xml
6.0,1.0,378.0,279.0,498.0,003987.xml
6.0,289.0,348.0,332.0,473.0,003987.xml
8.0,0.0,221.0,116.0,335.0,003988.xml
8.0,428.0,215.0,447.0,296.0,003988.xml
8.0,280.0,148.0,316.0,210.0,003988.xml
11.0,244.0,134.0,499.0,374.0,003990.xml
7.0,78.0,52.0,499.0,263.0,003991.xml
13.0,33.0,35.0,241.0,128.0,003992.xml
13.0,24.0,41.0,425.0,246.0,003992.xml
14.0,394.0,0.0,454.0,169.0,003992.xml
14.0,339.0,0.0,406.0,150.0,003992.xml
14.0,310.0,1.0,347.0,70.0,003992.xml
14.0,290.0,1.0,316.0,59.0,003992.xml
0.0,44.0,86.0,417.0,244.0,003993.xml
9.0,7.0,95.0,272.0,372.0,003994.xml
14.0,356.0,131.0,479.0,372.0,003994.xml
14.0,251.0,141.0,365.0,372.0,003994.xml
14.0,368.0,62.0,412.0,169.0,003994.xml
14.0,320.0,10.0,499.0,374.0,003996.xml
14.0,117.0,1.0,406.0,374.0,003996.xml
6.0,170.0,109.0,446.0,261.0,003997.xml
6.0,11.0,59.0,499.0,306.0,003998.xml
13.0,44.0,49.0,471.0,314.0,004003.xml
18.0,117.0,184.0,359.0,216.0,004005.xml
11.0,132.0,54.0,287.0,309.0,004008.xml
14.0,0.0,0.0,50.0,329.0,004008.xml
0.0,152.0,105.0,273.0,254.0,004009.xml
17.0,0.0,133.0,499.0,361.0,004010.xml
14.0,117.0,7.0,449.0,417.0,004010.xml
6.0,86.0,96.0,414.0,266.0,004011.xml
14.0,52.0,119.0,293.0,499.0,004012.xml
14.0,65.0,225.0,228.0,471.0,004012.xml
8.0,0.0,112.0,374.0,499.0,004012.xml
2.0,169.0,169.0,386.0,342.0,004013.xml
8.0,0.0,74.0,373.0,499.0,004014.xml
14.0,2.0,47.0,302.0,499.0,004014.xml
11.0,72.0,22.0,301.0,374.0,004015.xml
7.0,110.0,58.0,390.0,291.0,004016.xml
14.0,0.0,210.0,142.0,374.0,004016.xml
15.0,236.0,0.0,449.0,216.0,004017.xml
14.0,9.0,3.0,449.0,374.0,004017.xml
6.0,393.0,315.0,473.0,359.0,004019.xml
6.0,83.0,322.0,159.0,357.0,004019.xml
6.0,19.0,320.0,84.0,352.0,004019.xml
14.0,363.0,315.0,382.0,366.0,004019.xml
14.0,233.0,309.0,248.0,355.0,004019.xml
6.0,0.0,318.0,28.0,346.0,004019.xml
6.0,473.0,323.0,499.0,354.0,004019.xml
14.0,264.0,50.0,370.0,187.0,004020.xml
14.0,203.0,60.0,229.0,113.0,004020.xml
19.0,1.0,101.0,117.0,232.0,004020.xml
9.0,90.0,145.0,255.0,254.0,004023.xml
9.0,248.0,84.0,499.0,329.0,004023.xml
9.0,0.0,135.0,86.0,214.0,004023.xml
2.0,163.0,85.0,365.0,278.0,004025.xml
8.0,0.0,151.0,97.0,329.0,004028.xml
15.0,1.0,1.0,123.0,226.0,004028.xml
14.0,379.0,171.0,406.0,193.0,004028.xml
14.0,241.0,191.0,275.0,229.0,004028.xml
7.0,100.0,194.0,294.0,374.0,004031.xml
17.0,0.0,110.0,499.0,374.0,004031.xml
14.0,344.0,0.0,394.0,64.0,004031.xml
14.0,69.0,6.0,119.0,137.0,004033.xml
13.0,119.0,35.0,216.0,167.0,004033.xml
13.0,182.0,1.0,325.0,195.0,004033.xml
13.0,188.0,0.0,446.0,279.0,004033.xml
11.0,101.0,117.0,374.0,457.0,004034.xml
7.0,73.0,148.0,205.0,261.0,004035.xml
11.0,230.0,14.0,393.0,296.0,004035.xml
15.0,3.0,103.0,50.0,159.0,004037.xml
15.0,69.0,176.0,109.0,226.0,004037.xml
15.0,144.0,238.0,190.0,291.0,004037.xml
15.0,229.0,178.0,275.0,230.0,004037.xml
15.0,2.0,333.0,53.0,421.0,004037.xml
15.0,38.0,403.0,73.0,474.0,004037.xml
15.0,84.0,405.0,114.0,472.0,004037.xml
15.0,103.0,307.0,148.0,358.0,004037.xml
15.0,106.0,255.0,149.0,318.0,004037.xml
15.0,195.0,262.0,240.0,311.0,004037.xml
15.0,192.0,304.0,236.0,351.0,004037.xml
15.0,264.0,396.0,296.0,471.0,004037.xml
15.0,234.0,394.0,286.0,468.0,004037.xml
14.0,0.0,1.0,224.0,499.0,004039.xml
14.0,125.0,268.0,288.0,499.0,004039.xml
14.0,261.0,81.0,374.0,499.0,004039.xml
2.0,195.0,55.0,364.0,197.0,004046.xml
14.0,0.0,107.0,259.0,234.0,004046.xml
8.0,1.0,102.0,121.0,351.0,004047.xml
8.0,36.0,82.0,188.0,372.0,004047.xml
10.0,0.0,147.0,168.0,177.0,004047.xml
